Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Profit Margin,Margin Tier
5949,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,USA,Southaven,Mississippi,38671,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,0,19.6328,2017,46,High
5950,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,USA,Southaven,Mississippi,38671,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.97,3,0,125.9874,2017,42,High
5951,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,USA,Southaven,Mississippi,38671,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0,78.672,2017,30,Medium
5952,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,USA,Southaven,Mississippi,38671,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,6,0,112.4928,2017,48,High
5953,US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,Shirley Daniels,Home Office,USA,Houston,Texas,77041,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.736,4,0.2,7.2576,2017,34,High
5954,US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,Susan Gilcrest,Corporate,USA,New York City,New York,10009,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,0,2.94,2014,28,Medium
5955,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Tom Stivers,Corporate,USA,Reading,Pennsylvania,19601,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968,2,0.2,7.7896,2014,32,High
5956,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Tom Stivers,Corporate,USA,Reading,Pennsylvania,19601,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,4,0.5,-250.5408,2014,-48,Loss
5957,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,USA,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0,6.7655,2016,2,Low
5958,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,USA,San Francisco,California,94109,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0,40.274,2016,26,Medium
5959,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,USA,San Francisco,California,94109,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,0,14.9744,2016,48,High
5960,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,Dean Katz,Corporate,USA,San Francisco,California,94109,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,3,0.2,77.0352,2016,10,Low
5961,CA-2017-150602,2017-02-09,2017-02-14,Second Class,ML-17395,Marina Lichtenstein,Corporate,USA,Los Angeles,California,90045,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0,6.5472,2017,30,Medium
5962,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,USA,Los Angeles,California,90004,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928,9,0.2,57.5928,2014,10,Low
5963,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,USA,Los Angeles,California,90004,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0,2.0228,2014,26,Medium
5964,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,USA,Los Angeles,California,90004,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92,4,0,55.764,2014,46,High
5965,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,USA,San Francisco,California,94109,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,0,5.166,2017,30,Medium
5966,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,USA,San Francisco,California,94109,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368,2017,28,Medium
5967,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,USA,San Francisco,California,94109,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.788,2017,10,Low
5968,CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,Bill Eplett,Home Office,USA,New York City,New York,10009,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,0,40.1702,2016,48,High
5969,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,USA,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0,50.328,2014,48,High
5970,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,USA,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,2014,36,High
5971,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,USA,San Diego,California,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0,9.7608,2014,50,High
5972,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,USA,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0,15.4872,2014,36,High
5973,CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,Bryan Davis,Consumer,USA,New York City,New York,10024,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784,1,0.2,30.098,2017,12,Medium
5974,CA-2015-143980,2015-12-25,2015-12-29,Standard Class,JK-15640,Jim Kriz,Home Office,USA,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,0,124.488,2015,30,Medium
5975,CA-2016-135636,2016-10-08,2016-10-13,Standard Class,DB-13615,Doug Bickford,Consumer,USA,Charlotte,North Carolina,28205,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,0.2,-67.851,2016,-18,Loss
5976,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,Rick Reed,Corporate,USA,Overland Park,Kansas,66212,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0,93.6988,2017,26,Medium
5977,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,Rick Reed,Corporate,USA,Overland Park,Kansas,66212,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0,6.2376,2017,46,High
5978,CA-2017-116953,2017-04-24,2017-04-25,First Class,SV-20935,Susan Vittorini,Consumer,USA,Mesa,Arizona,85204,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,552,10,0.2,34.5,2017,6,Low
5979,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,USA,Tulsa,Oklahoma,74133,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,429.9,5,0,111.774,2014,26,Medium
5980,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,USA,Tulsa,Oklahoma,74133,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,0,15.3888,2014,48,High
5981,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,USA,Tulsa,Oklahoma,74133,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,0,45.3488,2014,28,Medium
5982,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,USA,Tulsa,Oklahoma,74133,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0,5.7594,2014,28,Medium
5983,CA-2016-114895,2016-11-21,2016-11-28,Standard Class,MV-18190,Mike Vittorini,Consumer,USA,New York City,New York,10035,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0,6.3504,2016,48,High
5984,CA-2017-112984,2017-09-16,2017-09-18,Second Class,EH-14185,Evan Henry,Consumer,USA,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.544,6,0.2,6.42,2017,32,High
5985,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,USA,Hattiesburg,Mississippi,39401,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0,76.0878,2016,40,High
5986,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,USA,Hattiesburg,Mississippi,39401,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,35.6776,2016,46,High
5987,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,USA,Hattiesburg,Mississippi,39401,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0,0.8792,2016,2,Low
5988,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,USA,Hattiesburg,Mississippi,39401,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94,6,0,120.5106,2016,48,High
5989,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,USA,Hattiesburg,Mississippi,39401,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,0,4.042,2016,46,High
5990,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,USA,Hattiesburg,Mississippi,39401,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0,126.225,2016,26,Medium
5991,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,Erica Smith,Consumer,USA,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488,7,0.2,884.058,2017,38,High
5992,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,Erica Smith,Consumer,USA,Los Angeles,California,90049,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,7,0.2,32.3351,2017,8,Low
5993,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,Erica Smith,Consumer,USA,Los Angeles,California,90049,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846,2017,-12,Loss
5994,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,USA,Columbus,Ohio,43229,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,5,0.2,-4.06,2016,-6,Loss
5995,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,USA,Columbus,Ohio,43229,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,0.2,1.69,2016,12,Medium
5996,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,USA,Columbus,Ohio,43229,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,5,0.3,-137.529,2016,-30,Loss
5997,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,USA,Columbus,Ohio,43229,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4,0.2,24.196,2016,6,Low
5998,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,Noel Staavos,Corporate,USA,Columbus,Ohio,43229,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,2016,-44,Loss
5999,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,USA,Caldwell,Idaho,83605,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,3,0.2,4.2294,2014,2,Low
6000,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,USA,Caldwell,Idaho,83605,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,4,0,12.4416,2014,48,High
6001,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,USA,Caldwell,Idaho,83605,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256,2014,46,High
6002,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Randy Ferguson,Corporate,USA,Phoenix,Arizona,85023,West,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.6965,2014,8,Low
6003,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,Randy Ferguson,Corporate,USA,Phoenix,Arizona,85023,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,2014,-80,Loss
6004,US-2017-146878,2017-09-21,2017-09-27,Standard Class,DL-12865,Dan Lawera,Consumer,USA,Miami,Florida,33142,South,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294,1,0.7,-8.6058,2017,-70,Loss
6005,CA-2017-107244,2017-09-07,2017-09-11,Standard Class,AG-10390,Allen Goldenen,Consumer,USA,Los Angeles,California,90004,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0,8.2992,2017,42,High
6006,CA-2015-100657,2015-11-02,2015-11-07,Standard Class,SW-20245,Scot Wooten,Consumer,USA,Troy,New York,12180,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372,2015,8,Low
6007,CA-2017-129581,2017-12-11,2017-12-18,Standard Class,KN-16390,Katherine Nockton,Corporate,USA,New Bedford,Massachusetts,2740,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.8655,2017,2,Low
6008,CA-2017-129028,2017-04-01,2017-04-03,First Class,GB-14530,George Bell,Corporate,USA,Florence,South Carolina,29501,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0,21.7515,2017,16,Medium
6009,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,USA,Los Angeles,California,90049,West,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,68.52,3,0,31.5192,2015,46,High
6010,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,USA,Los Angeles,California,90049,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0,14.2386,2015,18,Medium
6011,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,USA,Los Angeles,California,90049,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,6,0.2,286.713,2015,12,Medium
6012,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,USA,Los Angeles,California,90049,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0,122.148,2015,46,High
6013,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,USA,Los Angeles,California,90049,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.985,2015,12,Medium
6014,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,Karen Ferguson,Home Office,USA,Los Angeles,California,90008,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,0,7.152,2016,48,High
6015,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,Karen Ferguson,Home Office,USA,Los Angeles,California,90008,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,0.2,363.9048,2016,8,Low
6016,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,USA,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.6332,2014,16,Medium
6017,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,USA,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.9129,2014,38,High
6018,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,USA,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0,9.3312,2014,48,High
6019,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,USA,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304,2014,48,High
6020,CA-2014-152422,2014-10-05,2014-10-10,Second Class,BD-11635,Brian Derr,Consumer,USA,Columbus,Ohio,43229,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.2,11.49,2014,12,Medium
6021,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,Hunter Glantz,Consumer,USA,Kenner,Louisiana,70065,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,17.34,2,0,4.6818,2016,26,Medium
6022,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,Hunter Glantz,Consumer,USA,Kenner,Louisiana,70065,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158,2016,20,Medium
6023,CA-2014-130869,2014-11-17,2014-11-21,Standard Class,CB-12025,Cassandra Brandow,Consumer,USA,Cedar Hill,Texas,75104,Central,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,2014,34,High
6024,US-2017-128832,2017-04-24,2017-04-27,First Class,LS-16945,Linda Southworth,Corporate,USA,Providence,Rhode Island,2908,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,0,4.8986,2017,6,Low
6025,CA-2017-139717,2017-08-24,2017-08-26,Second Class,DM-13015,Darrin Martin,Consumer,USA,Lancaster,Ohio,43130,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,0.2,64.6272,2017,10,Low
6026,CA-2017-139717,2017-08-24,2017-08-26,Second Class,DM-13015,Darrin Martin,Consumer,USA,Lancaster,Ohio,43130,East,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,10.368,2,0.2,3.7584,2017,36,High
6027,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,Ann Chong,Corporate,USA,Seattle,Washington,98115,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,0,0.336,2017,4,Low
6028,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,Ann Chong,Corporate,USA,Seattle,Washington,98115,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186,2017,36,High
6029,CA-2016-157364,2016-11-19,2016-11-21,First Class,LT-17110,Liz Thompson,Consumer,USA,Jacksonville,North Carolina,28540,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,0.2,6.006,2016,32,High
6030,US-2016-112970,2016-11-14,2016-11-15,First Class,TB-21250,Tim Brockman,Consumer,USA,Los Angeles,California,90049,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,0,2.8536,2016,28,Medium
6031,US-2017-152492,2017-07-06,2017-07-06,Same Day,AH-10585,Angele Hood,Consumer,USA,Miami,Florida,33142,South,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,0.2,23.924,2017,10,Low
6032,CA-2016-101168,2016-12-25,2017-01-01,Standard Class,SS-20140,Saphhira Shifley,Corporate,USA,Nashua,New Hampshire,3060,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0,6.5472,2016,30,Medium
6033,CA-2017-104010,2017-04-23,2017-04-25,First Class,TD-20995,Tamara Dahlen,Consumer,USA,New York City,New York,10011,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0,15.372,2017,28,Medium
6034,CA-2015-130253,2015-12-14,2015-12-18,Standard Class,PP-18955,Paul Prost,Home Office,USA,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0,5.1816,2015,34,High
6035,US-2015-155369,2015-04-19,2015-04-25,Standard Class,PG-18820,Patrick Gardner,Consumer,USA,Carrollton,Texas,75007,Central,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568,2,0.8,-52.8336,2015,-270,Loss
6036,US-2015-155369,2015-04-19,2015-04-25,Standard Class,PG-18820,Patrick Gardner,Consumer,USA,Carrollton,Texas,75007,Central,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392,4,0.8,-512.1468,2015,-164,Loss
6037,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,USA,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614,2016,40,High
6038,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,USA,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912,2016,48,High
6039,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,USA,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0,5.1968,2016,4,Low
6040,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Anna Andreadi,Consumer,USA,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,0,2.5344,2016,48,High
6041,CA-2017-122364,2017-09-24,2017-09-29,Standard Class,FA-14230,Frank Atkinson,Corporate,USA,Los Angeles,California,90008,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,0.2,75.18,2017,8,Low
6042,CA-2017-122364,2017-09-24,2017-09-29,Standard Class,FA-14230,Frank Atkinson,Corporate,USA,Los Angeles,California,90008,West,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3,0.2,177.198,2017,34,High
6043,CA-2016-117912,2016-02-04,2016-02-08,Standard Class,TB-21520,Tracy Blumstein,Consumer,USA,Sierra Vista,Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512,2016,28,Medium
6044,CA-2017-145702,2017-05-19,2017-05-24,Second Class,AH-10075,Adam Hart,Corporate,USA,Knoxville,Tennessee,37918,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646,2017,-12,Loss
6045,CA-2017-145702,2017-05-19,2017-05-24,Second Class,AH-10075,Adam Hart,Corporate,USA,Knoxville,Tennessee,37918,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,27.888,7,0.2,10.1094,2017,36,High
6046,CA-2015-113215,2015-09-03,2015-09-08,Standard Class,CP-12085,Cathy Prescott,Corporate,USA,Tucson,Arizona,85705,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3,0.2,89.307,2015,38,High
6047,CA-2016-154662,2016-06-09,2016-06-16,Standard Class,BF-11215,Benjamin Farhat,Home Office,USA,Minneapolis,Minnesota,55407,Central,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0,173.235,2016,26,Medium
6048,CA-2015-105571,2015-11-07,2015-11-11,Standard Class,CP-12340,Christine Phan,Corporate,USA,Miami,Florida,33142,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146,9,0.7,-12.9168,2015,-80,Loss
6049,CA-2015-105571,2015-11-07,2015-11-11,Standard Class,CP-12340,Christine Phan,Corporate,USA,Miami,Florida,33142,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,5,0.7,-1031.538,2015,-76,Loss
6050,CA-2016-152765,2016-06-15,2016-06-18,First Class,LS-17245,Lynn Smith,Consumer,USA,Houston,Texas,77036,Central,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.488,7,0.2,54.215,2016,32,High
6051,CA-2015-153878,2015-04-25,2015-04-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,USA,Milwaukee,Wisconsin,53209,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0,16.17,2015,28,Medium
6052,CA-2015-153878,2015-04-25,2015-04-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,USA,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4,5,0,76.272,2015,28,Medium
